nama_jabatan;jf_id;sub_jabatan_id;sub_jabatan_nama;rekom
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Pencitraan Kardiovaskular;;1003;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Pencitraan Kardiovaskular Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Pencitraan Kardiovaskular Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Pencitraan Kardiovaskular Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Pencitraan Kardiovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular;;1004;;4
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Prevensi dan Rehabilitasi Kardiovaskular;;1005;;1
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Prevensi dan Rehabilitasi Kardiovaskular Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Prevensi dan Rehabilitasi Kardiovaskular Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Prevensi dan Rehabilitasi Kardiovaskular Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Prevensi dan Rehabilitasi Kardiovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl;;1010;;4
(Dokter)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Forensik;;2371;;1
(Dokter)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Forensik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Forensik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Forensik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Forensik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Neurologi- Neurofisiologi Klinis, Neuromuskular, Epilepsi dan Gangguan Tidur;;2405;;1
(Dokter)Dokter Sub Spesialis Neurologi- Neurofisiologi Klinis, Neuromuskular, Epilepsi dan Gangguan Tidur Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Neurologi- Neurofisiologi Klinis, Neuromuskular, Epilepsi dan Gangguan Tidur Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Neurologi- Neurofisiologi Klinis, Neuromuskular, Epilepsi dan Gangguan Tidur Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Neurologi- Neurofisiologi Klinis, Neuromuskular, Epilepsi dan Gangguan Tidur Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER);;2419;;1
(Dokter)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery;;1047;;2
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Pediatric Orthopedic;;1051;;5
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Pediatric Orthopedic Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Pediatric Orthopedic Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Pediatric Orthopedic Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Pediatric Orthopedic Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Spine Orthopedic;;1053;;11
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Spine Orthopedic Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Spine Orthopedic Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;3
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Spine Orthopedic Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;4
(Dokter)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Spine Orthopedic Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Hemato-limfoid Endokrin;;1057;;4
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Hemato-limfoid Endokrin Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Hemato-limfoid Endokrin Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Hemato-limfoid Endokrin Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Hemato-limfoid Endokrin Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Kardiovaskuler Respirasi dan Mediastinum;;1058;;4
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Kardiovaskuler Respirasi dan Mediastinum Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Kardiovaskuler Respirasi dan Mediastinum Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Kardiovaskuler Respirasi dan Mediastinum Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Anatomi-Kardiovaskuler Respirasi dan Mediastinum Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Bank Darah dan Kedokteran Transfusi;;1065;;3
(Dokter)Dokter Sub Spesialis Patologi Klinik-Bank Darah dan Kedokteran Transfusi  Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Bank Darah dan Kedokteran Transfusi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Patologi Klinik-Bank Darah dan Kedokteran Transfusi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Bank Darah dan Kedokteran Transfusi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Endokrinologi dan Metabolisme;;1066;;5
(Dokter)Dokter Sub Spesialis Patologi Klinik-Endokrinologi dan Metabolisme Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Patologi Klinik-Endokrinologi dan Metabolisme Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Endokrinologi dan Metabolisme Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Patologi Klinik-Endokrinologi dan Metabolisme Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hematologi;;1067;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hematologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hematologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hematologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hematologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hepatogastroenterologi;;1068;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hepatogastroenterologi  Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hepatogastroenterologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hepatogastroenterologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Hepatogastroenterologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Imunologi;;1069;;3
(Dokter)Dokter Sub Spesialis Patologi Klinik-Imunologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Patologi Klinik-Imunologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Imunologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Imunologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Kardioserebrovaskular;;1071;;2
(Dokter)Dokter Sub Spesialis Patologi Klinik-Kardioserebrovaskular Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Patologi Klinik-Kardioserebrovaskular Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Patologi Klinik-Kardioserebrovaskular Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Kardioserebrovaskular Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Nefrologi;;1072;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik-Nefrologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Nefrologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Nefrologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Nefrologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Onkologi;;1073;;4
(Dokter)Dokter Sub Spesialis Patologi Klinik-Onkologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Onkologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Onkologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Patologi Klinik-Onkologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Gastroenterohepatologi;;882;;19
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Gastroenterohepatologi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Gastroenterohepatologi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;6
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Gastroenterohepatologi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;5
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Gastroenterohepatologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;4
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi-Onkologi Medik;;884;;7
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi-Onkologi Medik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi-Onkologi Medik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi-Onkologi Medik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;3
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Hematologi-Onkologi Medik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik-Infeksi;;2467;;10
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik-Infeksi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik-Infeksi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik-Infeksi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Penyakit Dalam-Penyakit Tropik-Infeksi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;4
(Dokter)Dokter Sub Spesialis Radiologi-Neuroradiologi dan Kepala Leher;;2471;;7
(Dokter)Dokter Sub Spesialis Radiologi-Neuroradiologi dan Kepala Leher Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Neuroradiologi dan Kepala Leher Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Neuroradiologi dan Kepala Leher Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;3
(Dokter)Dokter Sub Spesialis Radiologi-Neuroradiologi dan Kepala Leher Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Abdomen;;942;;4
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Abdomen Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Abdomen hli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Abdomen Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Abdomen Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Intervensional;;941;;6
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Intervensional Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Intervensional Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Intervensional Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Intervensional Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;3
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Thorax;;939;;4
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Thorax Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Thorax Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi ThoraxAhli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Radiologi-Radiologi Thorax Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis THT-Onkologi Kepala Leher;;911;;3
(Dokter)Dokter Sub Spesialis THT-Onkologi Kepala Leher Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis THT-Onkologi Kepala Leher Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis THT-Onkologi Kepala Leher Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis THT-Onkologi Kepala Leher Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis THT-THT Komunitas;;2498;;10
(Dokter)Dokter Sub Spesialis THT-THT Komunitas Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis THT-THT Komunitas Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis THT-THT Komunitas Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;4
(Dokter)Dokter Sub Spesialis THT-THT Komunitas Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;2
(Dokter)Dokter Sub Spesialis Urologi-Functional, Female, and Neurourology;;2480;;2
(Dokter)Dokter Sub Spesialis Urologi-Functional, Female, and Neurourology Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Urologi-Functional, Female, and Neurourology Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Urologi-Functional, Female, and Neurourology Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Functional, Female, and Neurourology Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Pediatrik;;1079;;2
(Dokter)Dokter Sub Spesialis Urologi-Pediatrik Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Urologi-Pediatrik Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Urologi-Pediatrik Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Pediatrik Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Trauma dan Rekonstruksi;;1081;;3
(Dokter)Dokter Sub Spesialis Urologi-Trauma dan Rekonstruksi Ahli Utama ;A5EB03E23F47F6A0E040640A040252AD;;;0
(Dokter)Dokter Sub Spesialis Urologi-Trauma dan Rekonstruksi Ahli Madya ;A5EB03E23F48F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Trauma dan Rekonstruksi Ahli Muda ;A5EB03E23F49F6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Urologi-Trauma dan Rekonstruksi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;;1
(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi;;895;;10
(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi;2
(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi;2
(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi;3
(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Hematologi Onkologi;3
(Dokter)Dokter Sub Spesialis Anak- Kardiologi;;897;;13
(Dokter)Dokter Sub Spesialis Anak- Kardiologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Kardiologi;2
(Dokter)Dokter Sub Spesialis Anak- Kardiologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Kardiologi;2
(Dokter)Dokter Sub Spesialis Anak- Kardiologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Kardiologi;5
(Dokter)Dokter Sub Spesialis Anak- Kardiologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Kardiologi;4
(Dokter)Dokter Sub Spesialis Anak- Neonatologi;;970;;19
(Dokter)Dokter Sub Spesialis Anak- Neonatologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neonatologi;3
(Dokter)Dokter Sub Spesialis Anak- Neonatologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neonatologi;3
(Dokter)Dokter Sub Spesialis Anak- Neonatologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neonatologi;7
(Dokter)Dokter Sub Spesialis Anak- Neonatologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neonatologi;6
(Dokter)Dokter Sub Spesialis Anak- Neurologi;;899;;8
Dokter Sub Spesialis Anak- NeurologiAhli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neurologi;2
(Dokter)Dokter Sub Spesialis Anak- Neurologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neurologi;2
(Dokter)Dokter Sub Spesialis Anak- Neurologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neurologi;2
(Dokter)Dokter Sub Spesialis Anak- Neurologi Ahli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Neurologi;2
(Dokter)Dokter Sub Spesialis Anak- Pencitraan;;902;;8
(Dokter)Dokter Sub Spesialis Anak- Pencitraan Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Pencitraan;1
(Dokter)Dokter Sub Spesialis Anak- Pencitraan Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Pencitraan;1
(Dokter)Dokter Sub Spesialis Anak- Pencitraan Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Pencitraan;2
(Dokter)Dokter Sub Spesialis Anak- PencitraanAhli Pertama;A5EB03E23F4AF6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak- Pencitraan;4
(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi;;892;;4
(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi Ahli Utama;A5EB03E23F47F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi;0
(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi Ahli Madya;A5EB03E23F48F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi;0
(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi Ahli Muda;A5EB03E23F49F6A0E040640A040252AD;;(Dokter)Dokter Sub Spesialis Anak-Alergi Imunologi;2
